Data_ID,Year,Month,Utility_Number,Name,State,Ownership,Status,RES_Rev,RES_Sal,RES_Cus,COM_Rev,COM_Sal,COM_Cus,IND_Rev,IND_Sal,IND_Cus,TRAN_Rev,TRAN_Sal,TRAN_Cus,TOT_Rev,TOT_Sal,TOT_Cus
3593,2018,6,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,"11,663.000","126,584.000","100,905","10,260.000","132,706.000","18,118","7,479.000","115,377.000",590,0.000,0.000,0,"29,402","374,667","119,613"
3594,2018,6,88888,Total EPM,AR,,Final,"173,124.655","1,729,315.793","1,388,382","86,981.642","1,147,444.188","196,197","88,477.347","1,556,769.213","39,198",3.523,35.855,2,"348,587","4,433,565","1,623,779"
3595,2018,6,0,Adjustment 2018,AZ,,Final,"19,500.166","151,895.395","111,265","15,948.065","147,784.201","25,035","7,882.901","122,421.169","3,487",-0.061,0.114,0,"43,331","422,101","139,787"
3596,2018,6,176,Ajo Improvement Co,AZ,Investor Owned,Final,46.330,414.000,760,26.680,250.000,212,0.000,0.000,0,0.000,0.000,0,73,664,972
3597,2018,6,803,Arizona Public Service Co,AZ,Investor Owned,Final,"213,458.000","1,448,711.000","1,094,675","140,442.000","1,178,118.000","130,760","16,224.000","187,174.000","3,731",0.000,0.000,0,"370,124","2,814,003","1,229,166"
3598,2018,6,12919,Morenci Water and Electric,AZ,Investor Owned,Final,168.860,"2,050.900","2,279",148.740,"1,913.300",397,"7,603.420","218,943.400",2,0.000,0.000,0,"7,921","222,908","2,678"
3599,2018,6,13314,Navajo Tribal Utility Authority,AZ,State,Final,"1,336.968","10,743.052","27,112","2,407.654","18,620.500","3,533","1,207.804","12,542.962",3,0.000,0.000,0,"4,952","41,907","30,648"
3600,2018,6,16572,Salt River Project,AZ,Political Subdivision,Final,"186,882.000","1,526,104.000","938,675","112,727.260","1,103,779.060","102,804","23,771.000","333,422.000",48,59.000,548.000,1,"323,439","2,963,853","1,041,528"
3601,2018,6,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,"6,836.050","48,829.870","44,864","2,344.750","20,055.810","2,117",292.200,"3,665.480",30,0.000,0.000,0,"9,473","72,551","47,011"
3602,2018,6,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,"8,707.174","89,367.819","85,548","5,711.786","61,413.967","11,632",829.541,"11,815.118",7,0.000,0.000,0,"15,249","162,597","97,187"
3603,2018,6,21538,"Mohave Electric Cooperative, I",AZ,Cooperative,Final,"4,728.300","43,329.300","36,686","1,898.900","20,107.900","4,156",587.400,"8,348.300",22,0.000,0.000,0,"7,215","71,786","40,864"
3604,2018,6,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,"55,554.618","444,648.441","383,590","30,114.391","215,755.726","40,518","22,478.942","263,889.927",509,20.725,148.517,1,"108,169","924,443","424,618"
3605,2018,6,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,62.697,560.000,308,238.636,"2,649.000",119,6.300,157.000,28,0.000,0.000,0,308,"3,366",455
3606,2018,6,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0.000,0.000,0,147.163,"9,442.905",11,422.688,"28,149.351",5,0.000,0.000,0,570,"37,592",16
3607,2018,6,57313,SolarCity Corporation,AZ,Behind the Meter,Final,"4,584.294","50,529.517","39,665",724.773,"9,508.117",832,0.000,0.000,0,0.000,0.000,0,"5,309","60,038","40,497"
3608,2018,6,59086,"Constellation Solar Holding, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,664.150,"6,354.800",9,0.000,0.000,0,0.000,0.000,0,664,"6,355",9
3609,2018,6,59579,Sunnova,AZ,Behind the Meter,Final,262.097,"1,615.045","1,411",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,262,"1,615","1,411"
3610,2018,6,59580,"SunPower Capital, LLC",AZ,Behind the Meter,Final,"1,037.724","14,710.368","8,983",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,038","14,710","8,983"
3611,2018,6,59624,"Vivint Solar, Inc.",AZ,Behind the Meter,Final,377.268,"5,579.884","3,275",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,377,"5,580","3,275"
3612,2018,6,59647,Sunrun Inc.,AZ,Behind the Meter,Final,"2,122.160","20,299.519","14,759",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"2,122","20,300","14,759"
3613,2018,6,59738,"SunPower Capital Services, LLC",AZ,Behind the Meter,Final,123.630,"1,514.452","1,137",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,124,"1,514","1,137"
3614,2018,6,59943,Spruce Finance,AZ,Behind the Meter,Final,121.015,"1,276.565","1,007",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,121,"1,277","1,007"
3615,2018,6,60025,Greenbacker Renewable Energy Corporation,AZ,Behind the Meter,Final,48.926,515.453,489,12.661,207.565,4,0.000,0.000,0,0.000,0.000,0,62,723,493
3616,2018,6,60981,"TerraForm US Energy Services, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,160.710,"1,508.740",28,0.000,0.000,0,0.000,0.000,0,161,"1,509",28
3617,2018,6,61098,Longroad Energy,AZ,Behind the Meter,Final,0.000,0.000,0,67.700,879.500,16,0.000,0.000,0,0.000,0.000,0,68,880,16
3618,2018,6,61823,"Greenskies Renewable Energy, LLC",AZ,,Final,0.000,0.000,0,89.800,"7,111.200",1,0.000,0.000,0,0.000,0.000,0,90,"7,111",1
3619,2018,6,88888,Total EPM,AZ,,Final,"505,958.277","3,862,694.580","2,796,488","313,875.819","2,805,460.291","322,184","81,306.196","1,190,528.707","7,872",79.664,696.631,2,"901,220","7,859,380","3,126,546"
3620,2018,6,0,Adjustment 2018,CA,,Final,"205,885.771","1,044,345.166","1,771,537","425,653.987","2,674,490.448","357,219","187,201.423","1,615,232.028","4,922","1,696.104","33,857.147",1,"820,437","5,367,925","2,133,679"
3621,2018,6,4390,City of Corona - (CA),CA,Municipal,Final,63.950,445.249,"1,072",450.186,"3,636.089",511,271.069,"2,837.111",9,0.000,0.000,0,785,"6,918","1,592"
3622,2018,6,9216,Imperial Irrigation District,CA,Political Subdivision,Final,"21,578.000","180,961.000","137,298","17,251.000","151,038.000","21,728","1,422.000","11,495.000","1,021",0.000,0.000,0,"40,251","343,494","160,047"
3623,2018,6,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,"99,509.802","568,241.533","1,335,464","168,531.630","1,027,437.024","88,106","17,570.552","114,197.478","9,175","1,914.052","12,416.060",2,"287,526","1,722,292","1,432,747"
3624,2018,6,12745,Modesto Irrigation District,CA,Political Subdivision,Final,"13,980.837","72,825.920","98,482","11,400.211","74,251.382","29,260","6,613.455","63,391.949",151,0.000,0.000,0,"31,995","210,469","127,893"
3625,2018,6,14328,Pacific Gas & Electric Co.,CA,Investor Owned,Final,"364,128.000","1,558,070.000","3,531,598","358,693.000","1,474,342.000","372,605","280,403.000","1,374,845.000","91,817",0.000,0.000,0,"1,003,224","4,407,257","3,996,020"
3626,2018,6,14354,PacifiCorp,CA,Investor Owned,Final,"3,996.934","25,310.331","35,757","2,721.558","18,104.168","7,475","3,316.984","24,719.568","1,943",0.000,0.000,0,"10,035","68,134","45,175"
3627,2018,6,14534,City of Pasadena - (CA),CA,Municipal,Final,"3,404.617","18,710.395","56,088","9,267.213","55,435.957","8,477",0.000,0.000,0,117.297,795.480,1,"12,789","74,942","64,566"
3628,2018,6,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,"60,086.640","407,130.403","556,841","46,774.294","340,317.337","67,783","19,338.368","184,703.373","2,590",323.624,"2,560.970",1,"126,523","934,712","627,215"
3629,2018,6,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,"115,008.580","445,876.001","1,293,419","128,746.363","558,048.347","153,591","32,583.724","180,541.721",429,812.059,"4,746.000",4,"277,151","1,189,212","1,447,443"
3630,2018,6,16612,City & County of San Francisco,CA,Municipal,Final,22.810,131.990,587,"9,874.360","71,057.460","2,767",27.860,647.510,1,648.110,"8,359.460",1,"10,573","80,196","3,356"
3631,2018,6,16655,City of Santa Clara - (CA),CA,Municipal,Final,"2,004.043","16,184.371","47,132","1,562.908","10,213.262","6,375","30,295.609","264,538.114","1,636",15.426,94.803,1,"33,878","291,031","55,144"
3632,2018,6,17609,Southern California Edison Co,CA,Investor Owned,Final,"405,530.000","2,124,441.000","4,351,079","521,109.000","3,022,616.000","574,197","68,463.000","545,174.000","30,244",0.000,0.000,0,"995,102","5,692,231","4,955,520"
3633,2018,6,17612,Bear Valley Electric Service,CA,Investor Owned,Final,"1,406.972","5,554.997","22,791",801.375,"3,022.304","1,505",166.403,630.424,7,0.000,0.000,0,"2,375","9,208","24,303"
3634,2018,6,18260,Surprise Valley Electrification,CA,Cooperative,Final,203.795,"1,932.162","2,824",75.251,718.034,918,491.573,"5,242.706",896,0.000,0.000,0,771,"7,893","4,638"
3635,2018,6,19281,Turlock Irrigation District,CA,Political Subdivision,Final,"10,391.000","62,857.000","77,643","6,830.000","48,836.000","20,454","9,481.000","70,745.000","5,236",0.000,0.000,0,"26,702","182,438","103,333"
3636,2018,6,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,0.940,6.700,12,0.080,0.165,2,133.390,"1,388.975",30,0.000,0.000,0,134,"1,396",44
3637,2018,6,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0.000,0.000,0,"2,694.634","115,617.204",33,"2,386.852","41,047.112",46,49.164,"2,405.000",1,"5,131","159,069",80
3638,2018,6,57313,SolarCity Corporation,CA,Behind the Meter,Final,"17,265.182","118,764.650","138,662","3,881.788","31,871.883","3,716",0.000,0.000,0,0.000,0.000,0,"21,147","150,637","142,378"
3639,2018,6,59086,"Constellation Solar Holding, LLC",CA,Behind the Meter,Final,0.000,0.000,0,"1,032.600","6,443.530",16,12.910,129.640,1,0.000,0.000,0,"1,046","6,573",17
3640,2018,6,59557,RGS Energy,CA,Behind the Meter,Final,6.847,45.744,41,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,7,46,41
3641,2018,6,59579,Sunnova,CA,Behind the Meter,Final,"2,542.919","12,799.241","13,840",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"2,543","12,799","13,840"
3642,2018,6,59580,"SunPower Capital, LLC",CA,Behind the Meter,Final,"7,287.626","47,478.790","32,649",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"7,288","47,479","32,649"
3643,2018,6,59622,"Ahana Renewables, LLC",CA,Behind the Meter,Final,0.000,0.000,0,267.150,"1,307.940",25,0.000,0.000,0,0.000,0.000,0,267,"1,308",25
3644,2018,6,59624,"Vivint Solar, Inc.",CA,Behind the Meter,Final,"7,161.976","44,574.872","49,318",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"7,162","44,575","49,318"
3645,2018,6,59647,Sunrun Inc.,CA,Behind the Meter,Final,"10,336.669","62,974.993","62,254",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"10,337","62,975","62,254"
3646,2018,6,59738,"SunPower Capital Services, LLC",CA,Behind the Meter,Final,451.700,"3,835.522","3,519",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,452,"3,836","3,519"
3647,2018,6,59943,Spruce Finance,CA,Behind the Meter,Final,"2,688.354","15,843.937","15,311",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"2,688","15,844","15,311"
3648,2018,6,60025,Greenbacker Renewable Energy Corporation,CA,Behind the Meter,Final,176.116,"1,146.277","1,274",34.564,237.441,4,0.000,0.000,0,0.000,0.000,0,211,"1,384","1,278"
3649,2018,6,60981,"TerraForm US Energy Services, LLC",CA,Behind the Meter,Final,0.000,0.000,0,584.480,"3,555.590",77,0.000,0.000,0,0.000,0.000,0,584,"3,556",77
3650,2018,6,61098,Longroad Energy,CA,Behind the Meter,Final,0.000,0.000,0,"1,046.800","6,579.900",157,0.000,0.000,0,0.000,0.000,0,"1,047","6,580",157
3651,2018,6,61823,"Greenskies Renewable Energy, LLC",CA,,Final,0.000,0.000,0,281.800,"3,318.600",1,0.000,0.000,0,0.000,0.000,0,282,"3,319",1
3652,2018,6,88888,Total EPM,CA,,Final,"1,355,120.080","6,840,488.244","13,636,492","1,719,566.232","9,702,496.065","1,717,002","660,179.172","4,501,506.709","150,154","5,575.836","65,234.920",12,"3,740,441","21,109,726","15,503,660"
3653,2018,6,0,Adjustment 2018,CO,,Final,"51,777.028","399,614.238","429,609","34,451.784","310,127.960","72,147","29,708.070","335,465.542","9,395",0.000,0.000,0,"115,937","1,045,208","511,151"
3654,2018,6,3989,City of Colorado Springs - (CO),CO,Municipal,Final,"17,444.866","141,425.000","195,089","8,912.421","100,130.000","34,265","13,523.689","173,018.000","1,598",0.000,0.000,0,"39,881","414,573","230,952"
3655,2018,6,6604,City of Fort Collins - (CO),CO,Municipal,Final,"4,454.439","39,063.536","64,988","3,570.966","41,781.917","9,596","2,889.733","43,235.672",14,0.000,0.000,0,"10,915","124,081","74,598"
3656,2018,6,9336,Intermountain Rural Elec Assn,CO,Cooperative,Final,"17,962.000","137,751.000","143,834","7,825.000","68,848.000","12,849",933.000,"10,947.000",57,0.000,0.000,0,"26,720","217,546","156,740"
3657,2018,6,10066,K C Electric Association,CO,Cooperative,Final,446.000,"3,421.000","3,300",871.000,"8,000.000","2,483","1,238.000","12,471.000",706,0.000,0.000,0,"2,555","23,892","6,489"
3658,2018,6,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,79.881,867.012,"1,565",182.335,"2,451.674",640,"2,501.659","38,382.141",76,0.000,0.000,0,"2,764","41,701","2,281"
3659,2018,6,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,"4,022.927","33,048.572","37,269","2,676.995","22,574.548","4,671","4,513.527","57,484.855",286,0.000,0.000,0,"11,213","113,108","42,226"
3660,2018,6,15466,Public Service Co of Colorado,CO,Investor Owned,Final,"100,898.276","868,005.000","1,261,960","120,346.718","1,122,957.000","216,058","36,655.588","535,147.000",332,703.205,"7,623.000",1,"258,604","2,533,732","1,478,351"
3661,2018,6,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,815.000,"4,279.000","8,539",475.000,"3,200.000","1,412","2,345.000","17,835.000","2,614",0.000,0.000,0,"3,635","25,314","12,565"
3662,2018,6,19499,"United Power, Inc",CO,Cooperative,Final,"9,533.070","75,824.279","74,648","5,328.014","53,206.145","9,787","7,417.530","84,876.701",732,0.000,0.000,0,"22,279","213,907","85,167"
3663,2018,6,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0.000,0.000,0,163.160,"6,352.242",8,151.218,"6,589.842",3,0.000,0.000,0,314,"12,942",11
3664,2018,6,27058,"High West Energy, Inc",CO,Cooperative,Final,59.000,395.000,644,33.000,267.000,19,"1,148.000","10,429.000",353,0.000,0.000,0,"1,240","11,091","1,016"
3665,2018,6,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,Final,"9,691.871","63,945.000","84,661","10,152.764","84,776.000","12,210","3,151.615","40,180.000",57,0.000,0.000,0,"22,996","188,901","96,928"
3666,2018,6,57313,SolarCity Corporation,CO,Behind the Meter,Final,953.672,"10,728.546","12,696",171.919,"2,182.452","1,001",0.000,0.000,0,0.000,0.000,0,"1,126","12,911","13,697"
3667,2018,6,59139,SunEdison LLC,CO,Behind the Meter,Final,0.000,0.000,0,14.600,207.600,3,0.000,0.000,0,0.000,0.000,0,15,208,3
3668,2018,6,59579,Sunnova,CO,Behind the Meter,Final,1.284,19.103,32,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,1,19,32
3669,2018,6,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,28.739,587.146,531,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,29,587,531
3670,2018,6,59647,Sunrun Inc.,CO,Behind the Meter,Final,235.334,"2,603.532","2,801",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,235,"2,604","2,801"
3671,2018,6,59738,"SunPower Capital Services, LLC",CO,Behind the Meter,Final,37.060,547.372,641,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,37,547,641
3672,2018,6,59943,Spruce Finance,CO,Behind the Meter,Final,70.635,812.030,760,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,71,812,760
3673,2018,6,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,42.342,375.732,676,21.522,459.121,27,0.000,0.000,0,0.000,0.000,0,64,835,703
3674,2018,6,60981,"TerraForm US Energy Services, LLC",CO,Behind the Meter,Final,0.000,0.000,0,10.550,222.560,13,0.000,0.000,0,0.000,0.000,0,11,223,13
3675,2018,6,61098,Longroad Energy,CO,Behind the Meter,Final,0.000,0.000,0,66.700,974.900,16,0.000,0.000,0,0.000,0.000,0,67,975,16
3676,2018,6,88888,Total EPM,CO,,Final,"218,553.424","1,783,312.098","2,324,243","195,274.448","1,828,719.119","377,205","106,176.629","1,366,061.753","16,223",703.205,"7,623.000",1,"520,708","4,985,716","2,717,672"
3677,2018,6,0,Adjustment 2018,CT,,Final,"71,120.337","317,162.550","405,248","137,356.438","824,950.817","67,240","26,441.440","171,876.002","2,387",467.728,"2,926.438",2,"235,386","1,316,916","474,877"
3678,2018,6,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,"106,499.425","513,877.003","843,370","25,553.829","153,509.517","66,384","3,073.944","17,391.948","1,658","1,093.856","9,475.120",1,"136,221","694,254","911,413"
3679,2018,6,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,"1,051.471","6,328.038","12,078","1,235.287","8,439.207","1,604","1,968.572","19,203.673",15,0.000,0.000,0,"4,255","33,971","13,697"
3680,2018,6,19497,United Illuminating Co,CT,Investor Owned,Final,"27,692.361","107,326.392","203,916","7,169.666","36,745.968","14,069",600.864,"3,519.674",237,202.961,"1,746.000",1,"35,666","149,338","218,223"
3681,2018,6,20038,Town of Wallingford - (CT),CT,Municipal,Final,"2,094.397","14,574.662","21,356","2,473.731","21,268.206","3,658","1,119.214","11,612.517",26,0.000,0.000,0,"5,687","47,455","25,040"
3682,2018,6,57313,SolarCity Corporation,CT,Behind the Meter,Final,824.984,"5,657.345","8,335",179.427,"2,021.749",850,0.000,0.000,0,0.000,0.000,0,"1,004","7,679","9,185"
3683,2018,6,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0.000,0.000,0,7.840,65.310,1,0.000,0.000,0,0.000,0.000,0,8,65,1
3684,2018,6,59139,SunEdison LLC,CT,Behind the Meter,Final,0.000,0.000,0,3.500,21.100,2,0.000,0.000,0,0.000,0.000,0,4,21,2
3685,2018,6,59579,Sunnova,CT,Behind the Meter,Final,245.879,"2,004.336","1,957",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,246,"2,004","1,957"
3686,2018,6,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,41.780,486.875,382,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,42,487,382
3687,2018,6,59624,"Vivint Solar, Inc.",CT,Behind the Meter,Final,220.755,"1,568.014","1,774",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,221,"1,568","1,774"
3688,2018,6,59647,Sunrun Inc.,CT,Behind the Meter,Final,485.182,"3,734.656","3,954",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,485,"3,735","3,954"
3689,2018,6,59943,Spruce Finance,CT,Behind the Meter,Final,22.231,188.472,181,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,22,188,181
3690,2018,6,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,76.596,616.251,596,17.273,95.624,3,0.000,0.000,0,0.000,0.000,0,94,712,599
3691,2018,6,60981,"TerraForm US Energy Services, LLC",CT,Behind the Meter,Final,0.000,0.000,0,18.240,181.630,7,0.000,0.000,0,0.000,0.000,0,18,182,7
3692,2018,6,61098,Longroad Energy,CT,Behind the Meter,Final,0.000,0.000,0,27.400,214.800,8,0.000,0.000,0,0.000,0.000,0,27,215,8
3693,2018,6,61823,"Greenskies Renewable Energy, LLC",CT,,Final,0.000,0.000,0,282.000,"3,147.900",5,0.000,0.000,0,0.000,0.000,0,282,"3,148",5
3694,2018,6,88888,Total EPM,CT,,Final,"210,375.398","973,524.594","1,503,147","174,324.631","1,050,661.828","153,831","33,204.034","223,603.814","4,323","1,764.545","14,147.558",4,"419,669","2,261,938","1,661,305"
3695,2018,6,0,Adjustment 2018,DC,,Final,"8,381.766","56,199.988","44,055","71,835.580","590,787.628","9,717","1,582.278","18,468.523",1,"2,530.176","27,730.122",3,"84,330","693,186","53,776"
3696,2018,6,15270,Potomac Electric Power Co,DC,Investor Owned,Final,"18,345.433","165,305.686","229,156","11,455.182","102,871.831","16,575",0.000,0.000,0,0.000,0.000,0,"29,801","268,178","245,731"
3697,2018,6,57313,SolarCity Corporation,DC,Behind the Meter,Final,27.316,262.516,506,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,27,263,506
3698,2018,6,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0.000,0.000,0,8.720,130.770,2,0.000,0.000,0,0.000,0.000,0,9,131,2
3699,2018,6,59647,Sunrun Inc.,DC,Behind the Meter,Final,0.479,6.974,13,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,7,13
3700,2018,6,88888,Total EPM,DC,,Final,"26,754.994","221,775.164","273,730","83,299.482","693,790.229","26,294","1,582.278","18,468.523",1,"2,530.176","27,730.122",3,"114,167","961,764","300,028"
3701,2018,6,0,Adjustment 2018,DE,,Final,"7,151.566","49,451.686","53,669","21,295.472","242,151.686","14,810","11,151.111","160,359.210",665,0.000,0.000,0,"39,598","451,963","69,144"
3702,2018,6,5027,Delmarva Power,DE,Investor Owned,Final,"27,792.790","213,607.379","256,325","8,465.795","77,969.971","24,453",184.104,"1,923.900",72,0.000,0.000,0,"36,443","293,501","280,850"
3703,2018,6,5070,Delaware Electric Cooperative,DE,Cooperative,Final,"10,529.000","83,978.000","86,760","2,559.000","23,108.000","10,723",0.000,0.000,0,0.000,0.000,0,"13,088","107,086","97,483"
3704,2018,6,5335,City of Dover - (DE),DE,Municipal,Final,"1,916.000","15,840.000","20,545","2,231.000","19,743.000","3,577","2,310.000","27,195.000",41,0.000,0.000,0,"6,457","62,778","24,163"
3705,2018,6,13519,City of Newark - (DE),DE,Municipal,Final,"1,230.000","7,413.000","11,187",877.000,"5,792.000","1,438","2,776.000","24,786.000",58,0.000,0.000,0,"4,883","37,991","12,683"
3706,2018,6,57313,SolarCity Corporation,DE,Behind the Meter,Final,388.740,"3,613.031","3,222",3.684,63.848,1,0.000,0.000,0,0.000,0.000,0,392,"3,677","3,223"
3707,2018,6,59579,Sunnova,DE,Behind the Meter,Final,0.296,2.547,4,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,3,4
3708,2018,6,59647,Sunrun Inc.,DE,Behind the Meter,Final,33.828,407.785,414,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,34,408,414
3709,2018,6,88888,Total EPM,DE,,Final,"49,042.220","374,313.428","432,126","35,431.951","368,828.505","55,002","16,421.215","214,264.110",836,0.000,0.000,0,"100,895","957,406","487,964"
3710,2018,6,0,Adjustment 2018,FL,,Final,"285,658.912","2,372,335.447","1,947,669","153,879.368","1,569,567.373","266,883","33,545.105","401,275.930","5,990",0.412,6.370,0,"473,084","4,343,185","2,220,542"
3711,2018,6,6452,Florida Power & Light Co,FL,Investor Owned,Final,"577,814.000","5,438,882.000","4,362,935","361,082.000","4,343,179.000","554,504","17,203.000","275,521.000","11,565",560.000,"6,865.000",1,"956,659","10,064,447","4,929,005"
3712,2018,6,6455,"Duke Energy Florida, LLC",FL,Investor Owned,Final,"241,501.613","1,841,597.818","1,596,969","133,046.986","1,354,386.610","202,582","23,030.332","279,368.165","2,082",0.000,0.000,0,"397,579","3,475,353","1,801,633"
3713,2018,6,6457,Florida Public Utilities Co,FL,Investor Owned,Final,"4,100.000","28,144.000","24,823","3,697.000","29,229.000","7,519",211.000,"2,220.000",2,0.000,0.000,0,"8,008","59,593","32,344"
3714,2018,6,7801,Gulf Power Co,FL,Investor Owned,Final,"67,017.049","572,790.375","407,863","34,638.550","377,917.643","57,614","12,061.584","164,375.537",255,0.000,0.000,0,"113,717","1,115,084","465,732"
3715,2018,6,9617,JEA,FL,Municipal,Final,"56,395.000","499,803.000","411,665","36,652.352","379,935.510","56,297","15,743.554","226,270.074",195,23.648,279.490,1,"108,815","1,106,288","468,158"
3716,2018,6,18454,Tampa Electric Co,FL,Investor Owned,Final,"94,064.079","838,419.617","670,882","65,748.990","707,710.794","84,259","13,846.118","173,396.410","1,606",0.000,0.000,0,"173,659","1,719,527","756,747"
3717,2018,6,57313,SolarCity Corporation,FL,Behind the Meter,Final,26.475,364.301,580,28.275,257.786,267,0.000,0.000,0,0.000,0.000,0,55,622,847
3718,2018,6,60025,Greenbacker Renewable Energy Corporation,FL,Behind the Meter,Final,0.000,0.000,0,10.135,51.975,1,0.000,0.000,0,0.000,0.000,0,10,52,1
3719,2018,6,60981,"TerraForm US Energy Services, LLC",FL,Behind the Meter,Final,0.000,0.000,0,25.180,81.760,3,0.000,0.000,0,0.000,0.000,0,25,82,3
3720,2018,6,61098,Longroad Energy,FL,Behind the Meter,Final,0.000,0.000,0,9.800,35.000,1,0.000,0.000,0,0.000,0.000,0,10,35,1
3721,2018,6,88888,Total EPM,FL,,Final,"1,326,577.128","11,592,336.558","9,423,386","788,818.636","8,762,352.451","1,229,930","115,640.693","1,522,427.116","21,695",584.060,"7,150.860",2,"2,231,621","21,884,267","10,675,013"
3722,2018,6,0,Adjustment 2018,GA,,Final,"282,755.645","2,401,662.164","1,747,982","117,691.204","1,052,079.948","212,688","47,822.379","686,811.136","12,773",0.000,-0.019,0,"448,269","4,140,553","1,973,443"
3723,2018,6,3408,City of Chattanooga - (TN),GA,Municipal,Final,"1,298.000","11,962.000","9,624",525.000,"4,463.000","1,157",36.000,396.000,1,0.000,0.000,0,"1,859","16,821","10,782"
3724,2018,6,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,"29,975.703","270,340.199","184,987","11,460.190","119,583.996","22,000","1,255.631","17,226.798",136,0.000,0.000,0,"42,692","407,151","207,123"
3725,2018,6,7140,Georgia Power Co,GA,Investor Owned,Final,"356,408.966","2,728,492.966","2,203,825","283,597.062","3,024,813.700","321,377","127,081.173","2,034,770.521","10,585",806.501,"13,704.082",1,"767,894","7,801,781","2,535,788"
3726,2018,6,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,Final,"31,220.000","272,574.000","206,426","14,851.000","143,076.000","22,250","4,963.000","73,100.000",203,0.000,0.000,0,"51,034","488,750","228,879"
3727,2018,6,60981,"TerraForm US Energy Services, LLC",GA,Behind the Meter,Final,0.000,0.000,0,71.480,633.580,5,0.000,0.000,0,0.000,0.000,0,71,634,5
3728,2018,6,61098,Longroad Energy,GA,Behind the Meter,Final,0.000,0.000,0,11.200,86.200,2,0.000,0.000,0,0.000,0.000,0,11,86,2
3729,2018,6,88888,Total EPM,GA,,Final,"701,658.314","5,685,031.329","4,352,844","428,207.136","4,344,736.424","579,479","181,158.183","2,812,304.455","23,698",806.501,"13,704.063",1,"1,311,830","12,855,776","4,956,022"
3730,2018,6,0,Adjustment 2018,HI,,Final,22.716,113.006,"-13,446",239.204,"1,692.632","-2,384",176.862,690.691,15,0.000,0.000,0,439,"2,496","-15,815"
3731,2018,6,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,Final,"12,432.984","32,605.196","74,118","11,832.598","32,712.171","11,436","6,186.548","19,956.673",87,0.000,0.000,0,"30,452","85,274","85,641"
3732,2018,6,10071,Kauai Island Utility Cooperative,HI,Cooperative,Final,"5,627.330","14,985.801","28,952","3,813.569","10,202.629","4,770","4,793.184","14,278.521",125,0.000,0.000,0,"14,234","39,467","33,847"
